ID,Age,Overall,Potential,Wage,Special,International Reputation,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
221540,28,80,80,19000000.0,1830,1.0,179,56.0,50.0,86.0,68.0,49.0,56.0,37.0,43.0,62.0,60.0,52.0,51.0,59.0,77.0,52.0,67.0,85.0,75.0,85.0,54.0,88.0,81.0,46.0,53.0,51.0,75.0,78.0,82.0,76.0,10.0,9.0,7.0,13.0,12.0
220477,24,80,86,73000000.0,1647,2.0,176,34.0,36.0,82.0,63.0,51.0,62.0,20.0,24.0,58.0,63.0,65.0,69.0,58.0,77.0,59.0,38.0,76.0,67.0,79.0,20.0,76.0,82.0,34.0,32.0,30.0,74.0,85.0,84.0,80.0,14.0,9.0,6.0,9.0,5.0
219985,26,80,81,63000000.0,2052,2.0,179,71.0,61.0,75.0,83.0,62.0,84.0,64.0,58.0,79.0,84.0,74.0,69.0,66.0,83.0,56.0,78.0,67.0,81.0,75.0,77.0,72.0,76.0,74.0,81.0,56.0,81.0,76.0,77.0,73.0,4.0,4.0,4.0,4.0,4.0
218339,22,80,86,50000000.0,2052,2.0,150,67.0,60.0,43.0,83.0,59.0,85.0,68.0,53.0,78.0,83.0,78.0,67.0,87.0,79.0,84.0,83.0,76.0,89.0,58.0,78.0,68.0,76.0,66.0,81.0,55.0,60.0,72.0,64.0,59.0,14.0,7.0,9.0,12.0,11.0
216547,25,80,83,17000000.0,1886,2.0,146,77.0,66.0,46.0,75.0,64.0,86.0,76.0,56.0,64.0,84.0,91.0,93.0,88.0,80.0,89.0,75.0,58.0,78.0,40.0,61.0,41.0,43.0,78.0,75.0,59.0,77.0,23.0,38.0,31.0,9.0,11.0,11.0,12.0,8.0
212692,22,80,85,65000000.0,1878,2.0,150,78.0,79.0,38.0,79.0,56.0,82.0,76.0,74.0,72.0,81.0,83.0,76.0,84.0,78.0,86.0,76.0,51.0,70.0,56.0,74.0,39.0,29.0,78.0,77.0,65.0,74.0,30.0,28.0,27.0,11.0,10.0,12.0,12.0,11.0
212623,22,80,85,40000000.0,2017,1.0,170,73.0,82.0,76.0,69.0,70.0,81.0,69.0,55.0,65.0,80.0,77.0,81.0,78.0,80.0,75.0,78.0,74.0,75.0,73.0,74.0,69.0,52.0,82.0,65.0,67.0,69.0,48.0,46.0,49.0,9.0,8.0,14.0,8.0,15.0
211748,24,80,84,37000000.0,2074,2.0,159,72.0,72.0,46.0,82.0,59.0,82.0,85.0,80.0,80.0,84.0,67.0,67.0,77.0,81.0,77.0,75.0,72.0,74.0,67.0,75.0,69.0,57.0,78.0,81.0,70.0,77.0,65.0,59.0,53.0,14.0,15.0,11.0,14.0,14.0
211688,23,80,85,33000000.0,2060,2.0,146,82.0,61.0,52.0,81.0,58.0,77.0,80.0,49.0,75.0,81.0,86.0,87.0,79.0,82.0,83.0,62.0,54.0,83.0,61.0,59.0,73.0,74.0,74.0,72.0,52.0,67.0,72.0,78.0,80.0,13.0,10.0,9.0,12.0,9.0
211256,25,80,82,20000000.0,2025,2.0,143,75.0,57.0,73.0,75.0,38.0,74.0,61.0,40.0,67.0,74.0,85.0,86.0,79.0,75.0,79.0,66.0,90.0,91.0,63.0,44.0,78.0,77.0,67.0,68.0,46.0,73.0,78.0,78.0,78.0,13.0,9.0,10.0,15.0,16.0
210896,23,80,85,47000000.0,2169,2.0,161,78.0,74.0,69.0,80.0,70.0,77.0,75.0,70.0,84.0,79.0,77.0,74.0,79.0,80.0,69.0,79.0,75.0,79.0,76.0,73.0,72.0,77.0,77.0,82.0,68.0,75.0,71.0,73.0,76.0,6.0,16.0,16.0,9.0,9.0
208333,24,80,85,91000000.0,2153,2.0,181,70.0,60.0,72.0,81.0,61.0,76.0,68.0,65.0,80.0,81.0,69.0,73.0,73.0,78.0,71.0,81.0,76.0,85.0,83.0,75.0,85.0,81.0,73.0,79.0,60.0,74.0,82.0,81.0,80.0,14.0,8.0,8.0,13.0,11.0
208128,24,80,84,89000000.0,2085,3.0,168,81.0,65.0,53.0,83.0,77.0,85.0,92.0,90.0,80.0,86.0,73.0,69.0,78.0,78.0,77.0,86.0,46.0,76.0,54.0,88.0,57.0,61.0,75.0,80.0,71.0,78.0,62.0,56.0,56.0,9.0,14.0,11.0,6.0,10.0
207862,24,80,82,28000000.0,1901,2.0,183,68.0,55.0,85.0,75.0,53.0,62.0,44.0,42.0,70.0,72.0,55.0,69.0,55.0,79.0,49.0,74.0,65.0,74.0,81.0,46.0,69.0,80.0,55.0,68.0,67.0,71.0,82.0,84.0,77.0,12.0,10.0,6.0,8.0,10.0
207599,25,80,83,88000000.0,1828,2.0,181,60.0,50.0,81.0,71.0,40.0,66.0,53.0,33.0,69.0,69.0,58.0,65.0,59.0,75.0,62.0,58.0,82.0,68.0,85.0,46.0,68.0,80.0,29.0,56.0,48.0,73.0,79.0,82.0,80.0,16.0,7.0,8.0,14.0,11.0
206413,28,80,80,1000000.0,2006,1.0,168,63.0,53.0,69.0,81.0,56.0,64.0,60.0,45.0,77.0,78.0,71.0,64.0,60.0,78.0,73.0,75.0,71.0,82.0,76.0,70.0,88.0,82.0,54.0,69.0,52.0,81.0,79.0,79.0,77.0,15.0,13.0,9.0,14.0,9.0
205988,22,80,85,96000000.0,2047,2.0,165,82.0,47.0,70.0,78.0,54.0,82.0,63.0,58.0,68.0,80.0,83.0,85.0,74.0,77.0,74.0,65.0,73.0,77.0,75.0,50.0,76.0,77.0,73.0,69.0,53.0,73.0,77.0,80.0,78.0,10.0,12.0,13.0,7.0,7.0
205705,28,80,80,29000000.0,1765,1.0,183,57.0,40.0,79.0,76.0,39.0,56.0,36.0,38.0,68.0,67.0,51.0,62.0,50.0,68.0,33.0,67.0,73.0,64.0,81.0,56.0,82.0,81.0,48.0,47.0,48.0,69.0,80.0,83.0,78.0,13.0,14.0,12.0,10.0,8.0
205693,24,80,83,41000000.0,1889,1.0,201,40.0,84.0,80.0,70.0,79.0,72.0,52.0,46.0,35.0,79.0,68.0,76.0,68.0,82.0,53.0,77.0,80.0,72.0,91.0,64.0,74.0,30.0,84.0,72.0,88.0,74.0,36.0,51.0,46.0,6.0,7.0,14.0,7.0,6.0
205525,25,80,81,97000000.0,1917,2.0,132,77.0,71.0,59.0,76.0,68.0,82.0,73.0,69.0,68.0,84.0,94.0,86.0,94.0,80.0,96.0,76.0,61.0,68.0,34.0,65.0,41.0,42.0,72.0,77.0,57.0,71.0,31.0,39.0,25.0,6.0,11.0,13.0,10.0,12.0
205114,30,80,80,30000000.0,1974,1.0,139,77.0,70.0,41.0,76.0,68.0,88.0,85.0,65.0,70.0,82.0,88.0,77.0,94.0,76.0,93.0,72.0,63.0,76.0,51.0,77.0,49.0,44.0,75.0,74.0,51.0,76.0,65.0,39.0,31.0,11.0,12.0,11.0,15.0,8.0
205070,26,80,81,37000000.0,2096,1.0,154,63.0,81.0,72.0,83.0,72.0,82.0,67.0,64.0,78.0,83.0,85.0,80.0,79.0,67.0,72.0,77.0,71.0,83.0,71.0,75.0,76.0,68.0,80.0,77.0,53.0,69.0,50.0,61.0,59.0,14.0,10.0,15.0,15.0,13.0
204399,30,80,80,24000000.0,2006,1.0,157,60.0,83.0,68.0,78.0,77.0,81.0,74.0,78.0,69.0,83.0,73.0,72.0,88.0,78.0,72.0,79.0,74.0,74.0,68.0,76.0,68.0,38.0,82.0,81.0,65.0,74.0,30.0,41.0,34.0,13.0,12.0,13.0,8.0,16.0
203747,23,80,85,85000000.0,1990,3.0,163,76.0,52.0,60.0,76.0,41.0,75.0,63.0,50.0,59.0,78.0,94.0,91.0,82.0,78.0,77.0,52.0,63.0,84.0,58.0,43.0,72.0,77.0,67.0,66.0,62.0,70.0,75.0,78.0,80.0,8.0,14.0,14.0,13.0,12.0
203605,26,80,81,39000000.0,1987,2.0,179,86.0,28.0,71.0,77.0,57.0,76.0,57.0,52.0,69.0,77.0,78.0,78.0,66.0,82.0,66.0,66.0,69.0,86.0,79.0,41.0,78.0,72.0,72.0,68.0,54.0,78.0,72.0,79.0,76.0,10.0,11.0,14.0,13.0,7.0
202849,25,80,81,51000000.0,1700,2.0,216,46.0,34.0,87.0,67.0,28.0,44.0,41.0,52.0,80.0,54.0,35.0,38.0,29.0,78.0,28.0,83.0,33.0,54.0,94.0,47.0,84.0,83.0,46.0,60.0,75.0,77.0,77.0,83.0,77.0,16.0,11.0,11.0,15.0,10.0
202695,25,80,83,56000000.0,1858,1.0,179,59.0,36.0,80.0,73.0,40.0,66.0,54.0,57.0,72.0,70.0,55.0,63.0,58.0,75.0,57.0,63.0,82.0,69.0,81.0,38.0,79.0,79.0,43.0,66.0,52.0,79.0,79.0,82.0,80.0,14.0,8.0,12.0,9.0,7.0
202477,24,80,82,56000000.0,1926,3.0,161,75.0,69.0,40.0,78.0,68.0,88.0,84.0,77.0,62.0,86.0,89.0,88.0,94.0,74.0,77.0,72.0,70.0,70.0,54.0,66.0,40.0,25.0,77.0,76.0,77.0,76.0,34.0,30.0,22.0,12.0,16.0,14.0,11.0,11.0
202335,24,80,84,73000000.0,2033,2.0,198,67.0,52.0,82.0,77.0,51.0,65.0,60.0,74.0,78.0,70.0,62.0,68.0,52.0,78.0,38.0,82.0,77.0,78.0,89.0,72.0,91.0,81.0,53.0,67.0,70.0,77.0,82.0,81.0,83.0,11.0,14.0,6.0,13.0,9.0
201377,26,80,84,38000000.0,1847,2.0,172,56.0,37.0,76.0,68.0,54.0,58.0,38.0,26.0,62.0,64.0,75.0,76.0,77.0,73.0,72.0,68.0,89.0,72.0,80.0,13.0,88.0,81.0,45.0,54.0,46.0,73.0,77.0,80.0,82.0,14.0,13.0,8.0,11.0,14.0
201144,29,80,80,53000000.0,2017,2.0,176,69.0,54.0,66.0,82.0,66.0,72.0,64.0,58.0,82.0,80.0,55.0,56.0,68.0,78.0,64.0,72.0,58.0,79.0,71.0,74.0,76.0,80.0,62.0,78.0,68.0,72.0,79.0,78.0,76.0,8.0,9.0,14.0,15.0,6.0
201119,28,80,80,1000000.0,2073,1.0,181,80.0,60.0,59.0,81.0,55.0,83.0,65.0,50.0,67.0,81.0,84.0,80.0,72.0,81.0,82.0,75.0,59.0,88.0,75.0,73.0,63.0,79.0,82.0,71.0,51.0,79.0,77.0,74.0,75.0,8.0,8.0,14.0,11.0,10.0
200536,25,80,81,37000000.0,1988,1.0,172,83.0,48.0,54.0,78.0,49.0,79.0,59.0,42.0,70.0,78.0,88.0,86.0,76.0,78.0,73.0,65.0,60.0,79.0,76.0,40.0,72.0,74.0,73.0,67.0,56.0,75.0,74.0,76.0,77.0,13.0,9.0,15.0,7.0,14.0
200458,24,80,84,79000000.0,2067,2.0,163,82.0,52.0,68.0,81.0,45.0,76.0,68.0,67.0,69.0,82.0,76.0,75.0,68.0,77.0,79.0,77.0,73.0,79.0,69.0,69.0,75.0,81.0,69.0,72.0,60.0,76.0,73.0,77.0,82.0,6.0,12.0,9.0,6.0,13.0
200318,26,80,81,42000000.0,1943,1.0,159,67.0,85.0,69.0,72.0,74.0,78.0,60.0,57.0,68.0,78.0,77.0,76.0,74.0,85.0,67.0,85.0,77.0,75.0,67.0,84.0,61.0,39.0,83.0,71.0,74.0,76.0,34.0,33.0,25.0,9.0,11.0,8.0,9.0,11.0
200315,26,80,80,30000000.0,1940,2.0,143,78.0,74.0,47.0,77.0,75.0,82.0,81.0,64.0,70.0,81.0,92.0,89.0,82.0,72.0,79.0,78.0,72.0,73.0,58.0,71.0,48.0,26.0,74.0,74.0,56.0,66.0,55.0,30.0,26.0,15.0,12.0,9.0,7.0,13.0
199206,29,80,80,55000000.0,1816,3.0,168,65.0,41.0,79.0,66.0,36.0,53.0,44.0,35.0,60.0,66.0,70.0,80.0,64.0,75.0,63.0,54.0,79.0,76.0,77.0,22.0,83.0,81.0,43.0,50.0,51.0,75.0,85.0,79.0,83.0,16.0,13.0,10.0,9.0,8.0
199110,27,80,81,24000000.0,1909,2.0,174,62.0,78.0,65.0,75.0,75.0,85.0,77.0,60.0,55.0,83.0,86.0,89.0,85.0,79.0,80.0,80.0,62.0,74.0,80.0,65.0,50.0,16.0,81.0,73.0,74.0,75.0,26.0,24.0,22.0,8.0,10.0,10.0,14.0,6.0
199069,26,80,82,19000000.0,1994,3.0,181,57.0,80.0,77.0,75.0,81.0,81.0,80.0,67.0,68.0,80.0,76.0,83.0,72.0,77.0,63.0,81.0,78.0,83.0,85.0,75.0,77.0,33.0,80.0,81.0,76.0,86.0,44.0,23.0,19.0,8.0,10.0,9.0,7.0,8.0
198784,24,80,85,94000000.0,2125,2.0,154,78.0,69.0,39.0,80.0,58.0,84.0,73.0,60.0,75.0,84.0,84.0,85.0,81.0,78.0,88.0,80.0,69.0,82.0,72.0,76.0,77.0,72.0,79.0,81.0,69.0,77.0,67.0,70.0,66.0,16.0,9.0,6.0,9.0,9.0
197853,25,80,83,82000000.0,2091,2.0,168,83.0,54.0,75.0,78.0,47.0,76.0,69.0,30.0,72.0,79.0,79.0,78.0,73.0,81.0,76.0,71.0,94.0,77.0,74.0,58.0,86.0,79.0,72.0,71.0,64.0,75.0,75.0,81.0,82.0,7.0,10.0,15.0,16.0,9.0
197061,26,80,82,99000000.0,1846,2.0,198,54.0,36.0,82.0,77.0,50.0,65.0,63.0,22.0,74.0,69.0,55.0,69.0,55.0,80.0,47.0,66.0,66.0,73.0,77.0,48.0,75.0,83.0,51.0,72.0,42.0,75.0,80.0,84.0,78.0,11.0,15.0,10.0,7.0,10.0
195861,28,80,80,1000000.0,2113,2.0,183,68.0,57.0,69.0,78.0,53.0,69.0,75.0,77.0,84.0,73.0,69.0,72.0,68.0,76.0,73.0,87.0,74.0,82.0,84.0,86.0,84.0,82.0,53.0,75.0,50.0,78.0,78.0,83.0,81.0,12.0,16.0,7.0,12.0,6.0
194879,28,80,80,34000000.0,1926,2.0,170,70.0,81.0,81.0,79.0,82.0,76.0,55.0,47.0,61.0,80.0,60.0,65.0,70.0,82.0,67.0,77.0,81.0,80.0,83.0,70.0,66.0,42.0,84.0,72.0,63.0,69.0,31.0,46.0,31.0,8.0,8.0,8.0,14.0,6.0
194794,28,80,80,92000000.0,2022,3.0,183,80.0,77.0,69.0,78.0,74.0,86.0,83.0,75.0,74.0,83.0,69.0,76.0,73.0,82.0,67.0,83.0,61.0,60.0,76.0,83.0,76.0,54.0,79.0,78.0,85.0,74.0,37.0,35.0,30.0,9.0,5.0,6.0,5.0,14.0
194229,27,80,81,27000000.0,1905,2.0,159,84.0,28.0,65.0,71.0,28.0,69.0,78.0,38.0,68.0,80.0,71.0,71.0,77.0,80.0,66.0,74.0,82.0,91.0,69.0,39.0,76.0,81.0,46.0,64.0,23.0,70.0,69.0,81.0,82.0,14.0,9.0,7.0,9.0,15.0
194022,27,80,80,15000000.0,2024,2.0,176,80.0,54.0,74.0,78.0,45.0,75.0,77.0,42.0,75.0,79.0,65.0,66.0,66.0,82.0,60.0,70.0,77.0,84.0,78.0,67.0,81.0,81.0,66.0,69.0,43.0,77.0,82.0,82.0,79.0,14.0,6.0,7.0,12.0,8.0
193886,28,80,80,44000000.0,2056,2.0,170,75.0,80.0,58.0,80.0,73.0,81.0,78.0,75.0,75.0,83.0,70.0,67.0,75.0,81.0,73.0,88.0,76.0,66.0,76.0,87.0,70.0,51.0,82.0,74.0,65.0,79.0,36.0,59.0,49.0,12.0,11.0,10.0,14.0,6.0
193352,25,80,83,81000000.0,2178,3.0,170,86.0,59.0,64.0,78.0,67.0,76.0,82.0,84.0,78.0,78.0,73.0,73.0,73.0,80.0,70.0,78.0,73.0,77.0,75.0,72.0,75.0,80.0,68.0,74.0,83.0,80.0,80.0,78.0,78.0,14.0,13.0,14.0,14.0,11.0
193061,27,80,80,65000000.0,2052,2.0,170,78.0,74.0,60.0,82.0,73.0,84.0,78.0,72.0,75.0,84.0,75.0,76.0,75.0,74.0,73.0,68.0,65.0,77.0,63.0,74.0,66.0,70.0,76.0,80.0,72.0,78.0,50.0,64.0,70.0,4.0,5.0,3.0,4.0,8.0
192789,27,80,80,35000000.0,2081,2.0,163,79.0,68.0,65.0,77.0,77.0,73.0,75.0,54.0,69.0,76.0,76.0,80.0,68.0,79.0,60.0,81.0,73.0,77.0,79.0,69.0,78.0,80.0,64.0,57.0,50.0,69.0,81.0,81.0,82.0,9.0,12.0,8.0,9.0,15.0
191687,29,80,80,63000000.0,1873,2.0,196,70.0,40.0,83.0,67.0,29.0,55.0,70.0,74.0,75.0,60.0,52.0,60.0,33.0,66.0,45.0,85.0,71.0,70.0,90.0,67.0,88.0,79.0,44.0,52.0,52.0,71.0,82.0,82.0,76.0,15.0,11.0,14.0,10.0,6.0
190815,28,80,80,22000000.0,2075,3.0,159,81.0,46.0,72.0,83.0,62.0,73.0,84.0,62.0,83.0,80.0,62.0,53.0,72.0,84.0,75.0,68.0,72.0,83.0,74.0,62.0,72.0,83.0,66.0,76.0,56.0,81.0,78.0,81.0,77.0,12.0,9.0,10.0,14.0,10.0
190286,27,80,80,30000000.0,1875,2.0,163,79.0,77.0,38.0,84.0,63.0,81.0,81.0,79.0,70.0,80.0,67.0,62.0,69.0,79.0,69.0,71.0,36.0,55.0,56.0,78.0,55.0,50.0,81.0,82.0,66.0,65.0,60.0,23.0,16.0,15.0,12.0,16.0,13.0,12.0
190264,28,80,80,59000000.0,1951,3.0,152,78.0,75.0,53.0,82.0,69.0,84.0,80.0,75.0,74.0,85.0,79.0,76.0,85.0,78.0,85.0,70.0,36.0,74.0,53.0,75.0,48.0,26.0,80.0,78.0,77.0,78.0,54.0,36.0,32.0,15.0,5.0,14.0,13.0,7.0
189805,27,80,80,23000000.0,1925,2.0,190,66.0,79.0,93.0,76.0,83.0,66.0,63.0,66.0,64.0,76.0,53.0,57.0,58.0,81.0,59.0,84.0,81.0,83.0,84.0,69.0,52.0,38.0,84.0,69.0,64.0,77.0,44.0,43.0,37.0,16.0,10.0,8.0,8.0,11.0
189575,25,80,83,31000000.0,1977,2.0,139,74.0,76.0,43.0,80.0,63.0,86.0,78.0,69.0,67.0,83.0,83.0,75.0,88.0,81.0,94.0,61.0,73.0,64.0,46.0,72.0,66.0,45.0,80.0,77.0,61.0,77.0,58.0,55.0,34.0,10.0,5.0,5.0,13.0,12.0
189354,30,80,80,33000000.0,1971,2.0,150,88.0,69.0,52.0,82.0,62.0,85.0,83.0,82.0,81.0,84.0,78.0,71.0,81.0,76.0,74.0,80.0,65.0,68.0,58.0,75.0,68.0,43.0,74.0,84.0,58.0,79.0,57.0,23.0,27.0,12.0,7.0,8.0,6.0,10.0
189251,28,80,80,37000000.0,2118,2.0,163,73.0,63.0,59.0,82.0,66.0,78.0,82.0,79.0,81.0,82.0,69.0,65.0,77.0,83.0,75.0,73.0,65.0,77.0,66.0,73.0,58.0,82.0,72.0,80.0,71.0,80.0,81.0,76.0,74.0,13.0,8.0,13.0,12.0,10.0
188942,27,80,82,86000000.0,2043,2.0,192,62.0,61.0,71.0,77.0,60.0,68.0,62.0,57.0,70.0,75.0,54.0,61.0,68.0,81.0,65.0,79.0,79.0,78.0,92.0,60.0,89.0,83.0,63.0,64.0,65.0,76.0,78.0,85.0,77.0,6.0,14.0,10.0,13.0,16.0
188829,28,80,80,50000000.0,1878,3.0,170,60.0,33.0,77.0,75.0,64.0,68.0,37.0,28.0,72.0,74.0,72.0,72.0,68.0,74.0,78.0,58.0,83.0,63.0,74.0,46.0,76.0,80.0,54.0,63.0,50.0,77.0,79.0,82.0,77.0,6.0,7.0,6.0,15.0,7.0
188388,28,80,80,31000000.0,2004,2.0,163,82.0,77.0,45.0,81.0,73.0,81.0,83.0,82.0,76.0,80.0,75.0,73.0,78.0,74.0,78.0,78.0,61.0,68.0,61.0,76.0,58.0,32.0,75.0,85.0,90.0,79.0,55.0,35.0,30.0,10.0,12.0,16.0,10.0,14.0
188005,28,80,81,51000000.0,2005,2.0,165,50.0,58.0,83.0,80.0,52.0,64.0,62.0,59.0,74.0,75.0,63.0,55.0,68.0,81.0,63.0,76.0,85.0,79.0,75.0,54.0,85.0,86.0,66.0,76.0,48.0,76.0,78.0,81.0,74.0,9.0,13.0,15.0,8.0,10.0
186547,27,80,80,85000000.0,1892,3.0,161,55.0,40.0,76.0,69.0,36.0,65.0,53.0,45.0,67.0,67.0,69.0,71.0,73.0,76.0,68.0,57.0,83.0,68.0,76.0,53.0,76.0,84.0,50.0,64.0,57.0,76.0,84.0,84.0,80.0,5.0,11.0,12.0,6.0,12.0
186537,31,80,80,41000000.0,2018,1.0,159,68.0,80.0,87.0,74.0,74.0,78.0,66.0,57.0,65.0,79.0,70.0,69.0,65.0,81.0,62.0,79.0,83.0,81.0,78.0,75.0,81.0,36.0,82.0,69.0,80.0,77.0,45.0,49.0,42.0,16.0,14.0,9.0,16.0,8.0
184120,34,80,80,39000000.0,1967,3.0,161,60.0,66.0,61.0,85.0,48.0,74.0,72.0,77.0,84.0,78.0,34.0,31.0,49.0,77.0,60.0,80.0,58.0,50.0,72.0,76.0,76.0,80.0,69.0,85.0,75.0,84.0,81.0,80.0,78.0,13.0,10.0,9.0,11.0,8.0
183427,28,80,80,120000000.0,2137,2.0,172,74.0,64.0,60.0,82.0,59.0,77.0,72.0,53.0,76.0,82.0,75.0,72.0,87.0,81.0,86.0,82.0,67.0,87.0,65.0,75.0,84.0,80.0,72.0,73.0,65.0,76.0,77.0,81.0,79.0,10.0,9.0,14.0,11.0,6.0
180819,30,80,80,110000000.0,2086,3.0,161,74.0,72.0,67.0,84.0,72.0,84.0,77.0,66.0,76.0,85.0,70.0,69.0,78.0,74.0,75.0,72.0,70.0,77.0,64.0,71.0,76.0,64.0,75.0,83.0,70.0,80.0,61.0,64.0,62.0,6.0,15.0,14.0,8.0,11.0
180334,31,80,80,64000000.0,1792,2.0,187,36.0,48.0,83.0,70.0,42.0,51.0,39.0,41.0,72.0,65.0,54.0,54.0,49.0,71.0,47.0,76.0,81.0,85.0,90.0,30.0,83.0,81.0,39.0,57.0,51.0,71.0,80.0,82.0,73.0,16.0,15.0,10.0,7.0,14.0
180216,29,80,80,97000000.0,2065,2.0,148,82.0,61.0,69.0,78.0,64.0,79.0,42.0,53.0,70.0,78.0,77.0,75.0,73.0,80.0,74.0,75.0,71.0,77.0,69.0,66.0,78.0,80.0,75.0,70.0,55.0,82.0,78.0,84.0,82.0,5.0,15.0,10.0,13.0,7.0
180175,28,80,80,35000000.0,1944,3.0,179,68.0,80.0,69.0,75.0,75.0,81.0,81.0,70.0,53.0,80.0,84.0,85.0,83.0,78.0,69.0,76.0,78.0,67.0,72.0,73.0,63.0,29.0,79.0,66.0,74.0,74.0,35.0,23.0,19.0,16.0,7.0,13.0,15.0,8.0
178424,31,80,80,27000000.0,2149,2.0,152,81.0,56.0,69.0,77.0,69.0,74.0,82.0,80.0,76.0,80.0,76.0,79.0,76.0,78.0,76.0,87.0,63.0,85.0,68.0,84.0,75.0,80.0,70.0,66.0,61.0,70.0,68.0,81.0,82.0,10.0,7.0,10.0,9.0,14.0
177604,32,80,80,99000000.0,2011,2.0,159,76.0,55.0,72.0,77.0,58.0,73.0,74.0,52.0,61.0,77.0,72.0,67.0,70.0,82.0,73.0,74.0,74.0,74.0,65.0,61.0,77.0,81.0,66.0,66.0,61.0,76.0,80.0,83.0,81.0,7.0,5.0,9.0,3.0,5.0
177600,31,80,80,30000000.0,2071,2.0,168,80.0,69.0,47.0,84.0,61.0,72.0,83.0,84.0,82.0,80.0,64.0,41.0,70.0,78.0,73.0,87.0,59.0,77.0,70.0,76.0,74.0,70.0,77.0,84.0,69.0,73.0,63.0,73.0,65.0,16.0,10.0,14.0,6.0,13.0
176915,32,80,80,20000000.0,2068,2.0,161,70.0,69.0,59.0,81.0,57.0,78.0,65.0,61.0,80.0,81.0,69.0,71.0,75.0,80.0,79.0,74.0,59.0,75.0,73.0,73.0,80.0,77.0,78.0,81.0,62.0,81.0,68.0,76.0,64.0,9.0,13.0,6.0,16.0,9.0
176600,31,80,80,45000000.0,2037,3.0,154,70.0,78.0,67.0,79.0,78.0,75.0,76.0,70.0,72.0,79.0,86.0,85.0,81.0,80.0,77.0,82.0,85.0,75.0,64.0,73.0,66.0,38.0,85.0,75.0,81.0,82.0,50.0,33.0,39.0,6.0,10.0,8.0,8.0,6.0
176376,33,80,80,13000000.0,2074,2.0,168,69.0,81.0,54.0,78.0,77.0,86.0,80.0,55.0,74.0,84.0,77.0,76.0,87.0,82.0,81.0,83.0,31.0,89.0,73.0,80.0,79.0,55.0,83.0,77.0,80.0,82.0,61.0,62.0,24.0,14.0,13.0,7.0,7.0,15.0
176104,31,80,80,23000000.0,2015,2.0,179,78.0,62.0,60.0,82.0,73.0,84.0,78.0,78.0,76.0,86.0,70.0,74.0,68.0,76.0,68.0,84.0,68.0,72.0,77.0,83.0,55.0,49.0,75.0,82.0,76.0,80.0,68.0,52.0,40.0,3.0,5.0,5.0,5.0,3.0
173208,31,80,80,21000000.0,2123,2.0,165,82.0,56.0,69.0,80.0,62.0,72.0,72.0,66.0,81.0,73.0,78.0,77.0,68.0,78.0,65.0,68.0,80.0,89.0,73.0,59.0,79.0,77.0,68.0,75.0,70.0,75.0,84.0,82.0,83.0,13.0,10.0,16.0,9.0,9.0
172114,32,80,80,12000000.0,2009,2.0,165,78.0,80.0,70.0,79.0,75.0,78.0,80.0,79.0,76.0,82.0,62.0,60.0,72.0,80.0,73.0,85.0,68.0,82.0,63.0,84.0,53.0,36.0,84.0,82.0,79.0,83.0,39.0,40.0,30.0,15.0,15.0,8.0,10.0,12.0
171833,28,80,80,125000000.0,1837,3.0,168,62.0,83.0,70.0,72.0,73.0,79.0,62.0,68.0,62.0,80.0,72.0,78.0,74.0,78.0,64.0,82.0,70.0,55.0,66.0,79.0,60.0,22.0,81.0,74.0,75.0,81.0,11.0,24.0,12.0,7.0,15.0,9.0,5.0,13.0
171579,31,80,80,30000000.0,2165,2.0,185,78.0,79.0,90.0,79.0,55.0,78.0,72.0,68.0,80.0,85.0,47.0,57.0,66.0,86.0,64.0,85.0,76.0,74.0,82.0,86.0,84.0,69.0,85.0,83.0,76.0,83.0,69.0,74.0,63.0,14.0,16.0,14.0,16.0,15.0
170815,30,80,80,65000000.0,2138,2.0,159,77.0,67.0,62.0,81.0,70.0,78.0,78.0,77.0,78.0,80.0,67.0,62.0,71.0,80.0,79.0,76.0,70.0,77.0,68.0,74.0,81.0,82.0,73.0,80.0,71.0,82.0,79.0,76.0,71.0,7.0,6.0,14.0,16.0,10.0
166706,33,80,80,68000000.0,1640,3.0,179,39.0,35.0,83.0,68.0,43.0,46.0,33.0,27.0,67.0,57.0,49.0,62.0,49.0,72.0,52.0,46.0,73.0,76.0,86.0,35.0,82.0,79.0,33.0,28.0,39.0,71.0,77.0,82.0,78.0,15.0,5.0,7.0,6.0,11.0
165109,31,80,80,51000000.0,1964,2.0,174,67.0,55.0,70.0,71.0,51.0,66.0,45.0,48.0,67.0,69.0,70.0,68.0,70.0,78.0,67.0,79.0,65.0,69.0,74.0,74.0,75.0,85.0,55.0,60.0,57.0,76.0,86.0,86.0,85.0,9.0,12.0,12.0,6.0,13.0
164468,32,80,80,99000000.0,1754,3.0,194,28.0,56.0,85.0,66.0,47.0,56.0,48.0,27.0,60.0,61.0,42.0,48.0,51.0,79.0,47.0,63.0,80.0,61.0,79.0,64.0,85.0,78.0,45.0,56.0,53.0,74.0,83.0,82.0,81.0,5.0,12.0,9.0,5.0,12.0
